text,intent,label_id
my identity verification is not working.,unable_to_verify_identity,41
there is a pending 1 charge on my statement. i haven't purchased anything for 1. why is it on my statement?,extra_charge_on_statement,20
"i was just shopping and my payment was declined in a store! it was very embarrassing, what is going on and when will it be fixed?",declined_card_payment,15
can you get me my card fast?,card_delivery_estimate,8
i can't verify identity through the app.,unable_to_verify_identity,41
where would i find top up by cash deposit?,top_up_by_cash_or_cheque,33
i moved. where do i update my details?,edit_personal_details,18
what is the difference between standard and express delivery?,card_delivery_estimate,8
how can receive a physical card,order_physical_card,24
my cash received does not match what has been requested,wrong_amount_of_cash_received,43
"my card has an expiration date, will you send a new one automatically?",card_about_to_expire,6
my actual card isn't functioning.,card_not_working,9
why are my payments showing pending?,pending_card_payment,26
what is the refund policy?,request_refund,30
"something is wrong with the top up! i'm a regular customer and use your service all the time, usually this works but now it just shows up as pending",pending_top_up,28
what is a pending cash withdrawal?,pending_cash_withdrawal,27
can i be topped up once i hit a certain balance?,automatic_top_up,3
"i tried to make a top-up and it was canceled, why is that?",top_up_reverted,36
i need to update my personal details,edit_personal_details,18
i thought you guys offered free transfers. why was i charged?,transfer_fee_charged,39
why isnt my cash withdrawal showing,pending_cash_withdrawal,27
"i got my american express in apple pay, why is top up not working in my country?",apple_pay_or_google_pay,2
why was my top-up declined?,top_up_reverted,36
what do i do when i get close to the expiration date of my card?,card_about_to_expire,6
"i tried topping up using my card, but the money is gone?",topping_up_by_card,37
"using your app, would i be able to exchange between usd and gbp?",exchange_via_app,19
i'm still waiting on my identity verification.,unable_to_verify_identity,41
please tell me how disposable virtual cards work?,get_disposable_virtual_card,22
what are the age limits for your service?,age_limit,1
i am trying to complete a transfer but i keep getting an error message.,beneficiary_not_allowed,4
can i get a card that works in other countries like africa and indonesia?,country_support,14
i took out money from the atm and it's still showing as pending?,pending_cash_withdrawal,27
why are there additional fees for transfers?,transfer_fee_charged,39
"hi, i don't think your exchange rate is right. i need you to check the official interbank exchange please.",card_payment_wrong_exchange_rate,10
i think my card has been used by somebody else since i was never in the little town where some transactions on this bill have come from. please stop this right away.,compromised_card,13
can someone help me unblock my pin?,pin_blocked,29
what kind of cash machines would allow me to change my pin?,change_pin,12
my account needs to be deleted.,terminate_account,32
can i see my available money?,verify_source_of_funds,42
i still don't have a card. how do i get one?,order_physical_card,24
the wrong account was used during a transaction.,cancel_transfer,5
are refunds allowed for certain items.,request_refund,30
my card was frozen due to putting in the wrong pin too much. how many tries do i have,declined_cash_withdrawal,16
my card don't work.,card_not_working,9
"help! i think someone has a copy of my card - i still have my card, but a five hundred pound cash withdrawal that i didn't authorize is shown on my account.",cash_withdrawal_not_recognised,11
how do i go about ordering a card?,order_physical_card,24
how can we correct a mistake on an atm transaction? the app shows what i should have gotten.,wrong_amount_of_cash_received,43
i am not in the uk can i get a card?,country_support,14
can i get a card if i live in the us?,country_support,14
i tried topping up for the first time today since i am a new customer. it doesn't appear that it's working. it has been pending for at least half an hour. please take care of this.,pending_top_up,28
i have zero dollars in my account. can i submit additional funds via bank transfer?,transfer_into_account,40
how do i discontinue my account?,terminate_account,32
i made a card payment but it didn't work. why not?,declined_card_payment,15
how old do you need to be to have an account?,age_limit,1
is my pin recorded anywhere?,get_physical_card,23
can i use google play as my primary app to top up?,apple_pay_or_google_pay,2
"i am getting an error stating my transfer is not possible while transferring money. let me know the issue as its the first time i am getting error, earlier it used to work.",beneficiary_not_allowed,4
i need to move money from one of my other accounts to this one.,transfer_into_account,40
what are these disposable cards meant for?,get_disposable_virtual_card,22
is it possible to track the card you sent me?,card_arrival,7
how do i top up? can i use my apple watch?,apple_pay_or_google_pay,2
"i may need to exchange my usd for gbp, can your app do that?",exchange_via_app,19
do you accept all cards and currencies?,supported_cards_and_currencies,31
someone may have made an error in figuring out the rate of exchange. i should have received more cash than i did on my most recent withdrawal.,wrong_exchange_rate_for_cash_withdrawal,44
i can't verify my id. why?,unable_to_verify_identity,41
"i'm waiting on a top-up, its still pending",pending_top_up,28
can topping up be automatic?,automatic_top_up,3
i was charged multiple times for one purchase,transaction_charged_twice,38
where can i find instructions to change my pin?,change_pin,12
my top-up seems to be pending for a long time?,pending_top_up,28
how do i set up my apple pay watch to connect to my account,apple_pay_or_google_pay,2
i accidentally put in the wrong pin too many times and now i need to unblock it. can you assist with this?,pin_blocked,29
how do i change to a different currency?,exchange_via_app,19
why was i charged 1 in a transaction?,extra_charge_on_statement,20
my credit card did not go through. can you see if it has insufficient funds?,top_up_failed,34
why did my credit card get declined for top up?,top_up_failed,34
"card payment is still pending, why is that the case?",pending_card_payment,26
tell me how to cancel a transfer.,cancel_transfer,5
the exchange rate is incorrect for my cash withdrawal transaction.,wrong_exchange_rate_for_cash_withdrawal,44
how do i receive a disposable virtual card?,get_disposable_virtual_card,22
"i see a transfer fee, but to my understand, that should have been free, what happened?",transfer_fee_charged,39
what do i do if my google pay top up isn't working?,apple_pay_or_google_pay,2
card delivery services? where?,order_physical_card,24
why couldn't i transfer funds to my beneficiary?,beneficiary_not_allowed,4
my identity can't be verified for some reason,unable_to_verify_identity,41
what is the limit to disposable cards you can have?,disposable_card_limits,17
how did my top-up fail?,top_up_failed,34
i made an online purchase and the order has not shown up. give me my money back.,request_refund,30
i know there's an auto-top option but i can not locate it when i look?,automatic_top_up,3
"when traveling, is it possible for it to add money at specific time intervals?",automatic_top_up,3
which countries are you available in?,country_support,14
i need my purchase cancelled.,request_refund,30
i can't prove my identity.,unable_to_verify_identity,41
"my son has just turned 13, is he old enough for an account?",age_limit,1
i was charged the wing amount for an item.,card_payment_wrong_exchange_rate,10
can you tell me why i can't make any transactions?,card_not_working,9
"i need assistance finding out why i am unable to top-up my card, it keeps getting refused. it is extremely imperative i get this resolved quickly.",top_up_failed,34
i made a purchase recently but i have decided that i'm not buying it and i need to receive my money back. can you please give me a refund asap. it's extremely urgent.,request_refund,30
please tell me why the same transaction is showing up on my account more than once.,transaction_charged_twice,38
how can i tell the source for my available funds?,verify_source_of_funds,42
why hasnt my top up gone through yet?? i thought it was suppose to be instant? am i wrong? why is it still pending?,pending_top_up,28
i think the currency exchange that's been applied is wrong.,card_payment_wrong_exchange_rate,10
i entered the wrong pin too many times and now i think it's blocked. what do i do?,pin_blocked,29
if i am running low on credit can i auto top up?,automatic_top_up,3
my identity has been stolen. i still have my physical card but there are charges i didn't make on my account. how do i cancel this card or dispute the charges?,cash_withdrawal_not_recognised,11
your exchange rate is totally wrong for my card payment,card_payment_wrong_exchange_rate,10
what countries are you supporting?,country_support,14
where do i order a card?,order_physical_card,24
when will my card come? i need it as soon as possible!,card_delivery_estimate,8
how do i stop fraud to my card?,compromised_card,13
i tried to transfer money to a receiver and they didn't get the right amount. what is going on and who do i contact to help me?,transfer_fee_charged,39
can i use this app to exchange currencies?,exchange_via_app,19
what do the disposable cards do?,get_disposable_virtual_card,22
can i verify the source of my funds?,verify_source_of_funds,42
my account is new why can i not top up,pending_top_up,28
what is the limit to number of transactions i can do with a disposable card?,disposable_card_limits,17
"my withdrawal is pending, why?",pending_cash_withdrawal,27
i am having problems with my physical card.,card_not_working,9
i have been charged two times for one transaction.,transaction_charged_twice,38
is there something wrong with the transferring functions? i keep trying to transfer funds and only get an error message.,beneficiary_not_allowed,4
how long will my cash withdrawal be pending for?,pending_cash_withdrawal,27
there is a 1 extra fee in my statement,extra_charge_on_statement,20
i need to change my name what do i do?,edit_personal_details,18
need help with my card. it's not working.,card_not_working,9
how do i update my details?,edit_personal_details,18
why doesn't my passcode work?,passcode_forgotten,25
i'm concerned because my cash withdrawal is pending.,pending_cash_withdrawal,27
the exchange rate was wrong when i bought something outside the country.,card_payment_wrong_exchange_rate,10
i don't know my password anymore.,passcode_forgotten,25
why are the things i bought earlier today still showing as pending?,pending_card_payment,26
why was i charged a higher exchange rate when i bought something abroad?,card_payment_wrong_exchange_rate,10
use my credit to add money,supported_cards_and_currencies,31
what is the disposable cards limit?,disposable_card_limits,17
i got cash and the exchange rate should have been different than it ended up being.,wrong_exchange_rate_for_cash_withdrawal,44
tell me how many transactions i can do with a disposable card.,disposable_card_limits,17
i want to choose a different pin.,change_pin,12
my address has updated and i need to change it.,edit_personal_details,18
what's the deal with no cryptocurrency on your app?,beneficiary_not_allowed,4
how dp i top up with a cheque ?,top_up_by_cash_or_cheque,33
"i think i want aud and not gbp, can you help?",exchange_via_app,19
i want to open an account for my children,age_limit,1
why didn't i receive all the cash i requested?,wrong_amount_of_cash_received,43
can it automatically top-up money if there isn't much left?,automatic_top_up,3
why am i not allowed to verify my id?,unable_to_verify_identity,41
"so much time has gone by, the pending status shouldn't still be there shouldn't it?",pending_cash_withdrawal,27
"my bank app said that i got cash from an atm, but that's a mistake.",cash_withdrawal_not_recognised,11
"yesterday, i made an incorrect payment to the wrong account for my rent payment. i need this addressed as soon as possible and the funds transferred to the correct account by no later than tomorrow.",cancel_transfer,5
i don't remember my passcode?,passcode_forgotten,25
i was unable to make a transfer to another account.,beneficiary_not_allowed,4
show me how to look at the source of my current funds?,verify_source_of_funds,42
"hi, i just topped up my phone and the money was deducted but it seems to have deducted the same amount again! please help!",top_up_reverted,36
how long does it actually take for a card payment to go through? there's one stuck since a couple days already that doesn't seem to move,pending_card_payment,26
what can you use the disposable cards for?,get_disposable_virtual_card,22
i thought i was going to receive more currency?,wrong_exchange_rate_for_cash_withdrawal,44
do you offer disposable virtual cards too?,get_disposable_virtual_card,22
i have exceeded the number of times i can try my pin,pin_blocked,29
can i have a refund?,request_refund,30
today i used my card at a restaurant and it was declined. why?,card_not_working,9
"something is wrong, my top-up is gone and i don't know what happened to my money.",top_up_reverted,36
how secure is a disposable virtual card,get_disposable_virtual_card,22
what are the currencies and cards that are supported with my account?,supported_cards_and_currencies,31
what is the function of the disposable cards?,get_disposable_virtual_card,22
"needed gas, been delayed for half an hour.please fix it!",pending_top_up,28
how do i access the auto top-up option?,automatic_top_up,3
my card payment is showing pending.,pending_card_payment,26
i had a card payment that was declined. why?,declined_card_payment,15
what currencies and methods can i use to top up my account?,supported_cards_and_currencies,31
i want to inactivate my account.,terminate_account,32
how can i tell where the money came from?,verify_source_of_funds,42
the app wouldn't accept my top up.,top_up_reverted,36
why isn't my pin available yet?,get_physical_card,23
there's an error with the rate that is charged.,card_payment_wrong_exchange_rate,10
i attempted to withdraw some money from an atm this morning and received the wrong amount. your app says i have enough money available in the account. can someone tell me what's wrong?,wrong_amount_of_cash_received,43
i need my pin,get_physical_card,23
do you know what the restriction of the disposable cards are?,disposable_card_limits,17
how much longer until i get my new card?,card_arrival,7
i was double charged at a restaurant can you take the second charge off?,transaction_charged_twice,38
how many different currencies can i have my money in?,fiat_currency_support,21
the exchange rate for my payment last saturday must be wrong because i was charged extra.,card_payment_wrong_exchange_rate,10
"my card has been declined by two separate atm, and i'm worried something is wrong with my account. would you please see if my account is okay?",declined_cash_withdrawal,16
what's the problem? my card keeps getting declined for top up. i need to know what is going on.,top_up_failed,34
could i open an account for children?,age_limit,1
where can i go to get my pin unblocked?,pin_blocked,29
can you help me with proving my identity?,unable_to_verify_identity,41
is there a transfer fee?,transfer_fee_charged,39
"hello, i tried to take some cash out of the atm but i looked at my statement and it still shows that it's pending. is the machine broken? will i receive my money back or will i be charged for this?",pending_cash_withdrawal,27
i cannot locate the card pin.,get_physical_card,23
can i use your app to exchange between usd and gbp,exchange_via_app,19
hi. i noticed i have a duplicate charge which i have not made twice. who should i talk to take care of this?,transaction_charged_twice,38
i might need a new card because it's not working at any of the atms. i don't think ive used all my money. why is it doing this?,declined_cash_withdrawal,16
i don't remember my code to get into the app.,passcode_forgotten,25
my address has changed.,edit_personal_details,18
how long until a cash withdrawal will show on my account,pending_cash_withdrawal,27
what is the daily limit on my card?,top_up_limits,35
"so, the card pin?",get_physical_card,23
"for physical cards, do you charge?",order_physical_card,24
how long will this take to get to me?,card_delivery_estimate,8
when can i expect to receive my new card?,card_delivery_estimate,8
"i might be paranoid, but someone may be using my card.",compromised_card,13
this is very frustrating. i can't get my card to work on any atm i try and i've tried 3 of them so far. what's going on? can you please fix this issue immediately?,declined_cash_withdrawal,16
how do i find my pin?,get_physical_card,23
can i have my card delivered on tuesday?,card_delivery_estimate,8
can i stop a transaction?,cancel_transfer,5
how do i top up with a cheque?,top_up_by_cash_or_cheque,33
how can i exchange currencies in the app?,exchange_via_app,19
i was only given 20 when i tried to get 100,wrong_amount_of_cash_received,43
how do i freeze my card using the app?,compromised_card,13
how long will it take for my money to be deposited?,pending_top_up,28
why can't i get cash from the atm?,declined_cash_withdrawal,16
why does my money come from?,verify_source_of_funds,42
can i use cash to top up my account?,top_up_by_cash_or_cheque,33
"i need a new card to replace an expired one. will it cost anything, and how soon?",card_about_to_expire,6
a receiver let me know that they didn't receive the full transfer i completed and that it was actually a bit less than what i sent. at this point i have to make another transfer to make up for the amount missing. can you please follow up with what's going on here?,transfer_fee_charged,39
what is the maximum top up?,top_up_limits,35
is it possible to hold money in different currencies?,fiat_currency_support,21
how will i receive my pin?,get_physical_card,23
why am i being double charged for something?,transaction_charged_twice,38
what other fiat currencies can i use?,fiat_currency_support,21
what countries are you issuing cards for?,country_support,14
do cash machines let me change my pin?,change_pin,12
"i thought transfers were free, why was i charged?",transfer_fee_charged,39
why doesn't my card work for any transactions?,card_not_working,9
i wasn't able to use my top up card because the money i put on there wasn't there anymore,topping_up_by_card,37
i used my card to top-up but the money is gone!,topping_up_by_card,37
will you tell me how i am supposed to use the disposable cards?,get_disposable_virtual_card,22
changing my pin,change_pin,12
can someone assist me with updating my account details with changing my last name?,edit_personal_details,18
what if i need to use gbp instead of usd?,exchange_via_app,19
"why did i not get all the money that i asked for? i asked for all the cash in my my account, but i only got about half. why is that??",wrong_amount_of_cash_received,43
i want to know why i have been unable to withdrawn funds.,declined_cash_withdrawal,16
"hi there, i came across a problem with my top up and my money is missing, was there a system error?",top_up_reverted,36
please help me figure out the reason for the odd withdrawal amount from my account?,cash_withdrawal_not_recognised,11
why is my top-up still outstanding?,pending_top_up,28
how do i set up my card pin?,get_physical_card,23
my statement has a charge that shouldn't have been made.,request_refund,30
how much can i top up?,top_up_limits,35
what are the steps i follow to transfer money into my account?,transfer_into_account,40
i want to change my account details.,edit_personal_details,18
i lost my wallet and i think someone is withdrawing cash with my card. please help. it is urgent.,cash_withdrawal_not_recognised,11
why did i not get the amount of money i requested?,wrong_amount_of_cash_received,43
how do i start auto top up?,automatic_top_up,3
how often am i able to top-up?,top_up_limits,35
problem verifying my account,unable_to_verify_identity,41
please delete my account right now!,terminate_account,32
i want a refund,request_refund,30
what are the disposable cards restrictions?,disposable_card_limits,17
guide me on how to unblock my pin,pin_blocked,29
what kind of money can i hold?,fiat_currency_support,21
where can i find out how to transfer money into my account.,transfer_into_account,40
are there certain cards and currencies you support?,supported_cards_and_currencies,31
how can i get a disposable virtual card?,get_disposable_virtual_card,22
i am missing cash from my bank account according to my app,cash_withdrawal_not_recognised,11
what cards to do you support to top up.,supported_cards_and_currencies,31
where to i get my funds from?,verify_source_of_funds,42
"i was supposed to receive my new card by now, but it hasn't came in.",card_arrival,7
"hey, i got charged extra for some reason when i purchased an app. is this a hidden fee or something? i don't think it's very cool.",extra_charge_on_statement,20
why can't i see a recent refund in my statement?,Refund_not_showing_up,0
someone else may be using my card. there are transactions i don't recognize.,compromised_card,13
my account is depleted. can i transfer funds from another bank?,transfer_into_account,40
i need to top up using a cheque,top_up_by_cash_or_cheque,33
"i do not need gbp, i need aud, how do i convert it?",exchange_via_app,19
the app reversed a top off i had. what should i do?,top_up_reverted,36
i tried to make a cash withdrawal and it was declined. why did this happen?,declined_cash_withdrawal,16
my money i had was gone and i could not get gas!,topping_up_by_card,37
the atm is messed up. it gave me less than i wanted.,wrong_amount_of_cash_received,43
"i still haven't received my card after two weeks, is it lost?",card_arrival,7
i use this card all the time so why did it get declined at the store today?,declined_card_payment,15
how long does it take to verify a person's identity?,unable_to_verify_identity,41
where do you deliver cards to?,order_physical_card,24
do you have a list of countries you operate in?,country_support,14
"so my top-up failed, could you tell me why?",top_up_failed,34
why did i get less from the atm?,wrong_amount_of_cash_received,43
do you convert to euro?,fiat_currency_support,21
why have i been charged an extra 1?,extra_charge_on_statement,20
what happens if i forget my pin?,pin_blocked,29
how do i edit my details?,edit_personal_details,18
can i transfer money i the app,transfer_into_account,40
do you have a list of the cards and currencies supported?,supported_cards_and_currencies,31
what is taking so long with my top up?,pending_top_up,28
tell me how i can exchange between different currency.,exchange_via_app,19
"do i have to top up in euros if i use a card, or can i use a different currency?",supported_cards_and_currencies,31
can i get a card even though i live in the us,country_support,14
where is the money i pushed it's on my mobile app as being withdrawn.,wrong_amount_of_cash_received,43
"hi, last week i have contacted the seller for a refund as directed by you, but i have not received the money yet. please look into this issue with seller and help me in getting the refund.",Refund_not_showing_up,0
what locations can i top up with cash?,top_up_by_cash_or_cheque,33
where can i update my pin number?,change_pin,12
"i tried to withdraw some money from an atm this morning but wasn't able to get the amount of cash i needed. the amount in the app says what i was trying to withdraw was deducted, but i don't have any money. what do i do about this?",wrong_amount_of_cash_received,43
how can i fix this? the atm gave me more cash than i'd asked for.,wrong_amount_of_cash_received,43
is there a way to track the new card you sent me?,card_arrival,7
how come when i asked for 100 it only gave me 20.00 in the app,wrong_amount_of_cash_received,43
i need to transfer money into this account from my other bank account.,transfer_into_account,40
i entered my pin in wrong and got it frozen. how many tries do i have,declined_cash_withdrawal,16
what's the amount that i can top-up?,top_up_limits,35
"my recent transfer needs to be cancelled immediately it was a mistake, please can you cancel it before it goes through?",cancel_transfer,5
what methods can i use to add money to my account?,transfer_into_account,40
i have young kids. can they use this service?,age_limit,1
is it possible to exchange currencies?,exchange_via_app,19
i see an extra 1 charge on my app. why did it charge me extra?,extra_charge_on_statement,20
how do you top up with a cheque?,top_up_by_cash_or_cheque,33
i want to close my account  i will never do business with you again.,terminate_account,32
hello! i recently made a purchase and i'm needing to cancel my order and process a refund as soon as possible.,request_refund,30
my passcode is not being accepted,passcode_forgotten,25
my passcode was denied.,passcode_forgotten,25
can i reset my pin?,change_pin,12
why is my top up not completing?,pending_top_up,28
i am seeing an extra fee on my statement what is that for?,extra_charge_on_statement,20
i need my card quick,card_delivery_estimate,8
"my pin seems to be blocked, help me access it?",pin_blocked,29
"in china, need new card",card_about_to_expire,6
how much longer is it going to take to get my new card?,card_arrival,7
i have a canceled top-up and wanted to know about it.,top_up_reverted,36
is there a limit on how many times i can use a disposable card?,disposable_card_limits,17
can you tell me the countries you provide support for.,country_support,14
the atm didn't give me what i asked for but my balance says it did,wrong_amount_of_cash_received,43
is it possible to get a card outside the uk?,country_support,14
what is the wait time for delivery to the us?,card_delivery_estimate,8
how many card payments can i use on a disposable card?,disposable_card_limits,17
when will my card arrive?,card_delivery_estimate,8
i made an error in payment yesterday and i need it fixed asap because it's for my rent tomorrow.,cancel_transfer,5
why is the exchange rate so exorbitant? this should have been a much higher amount of cash for that to apply.,wrong_exchange_rate_for_cash_withdrawal,44
why was a transaction on my card declined?,declined_card_payment,15
how can i top up?,topping_up_by_card,37
how many times can i enter a wrong pin before it is blocked?,pin_blocked,29
how can i change my pin without going to the bank?,change_pin,12
i used my card top-up but all of the money is missing.,topping_up_by_card,37
what types of foreign money can be used with this service.?,fiat_currency_support,21
i am having trouble verifying my identity.,unable_to_verify_identity,41
i am having trouble withdrawing cash.,declined_cash_withdrawal,16
i'm having trouble with proving my identity.,unable_to_verify_identity,41
what should i do when my card reaches its expiry date?,card_about_to_expire,6
where is the pin number found?,get_physical_card,23
could you tell me why my top up isn't showing in my wallet?,topping_up_by_card,37
"hi, my card is getting declined continuously when i am trying to top-up. request you to look into this issue or tell me any other alternatives.",top_up_failed,34
"i did a bank transfer to top up, but the money is not available.",top_up_failed,34
why isn't my transfer not going through? i keep getting an error message.,beneficiary_not_allowed,4
"i'm interested in using fiat currencies, which do you support?",fiat_currency_support,21
how do i replace a card that's going to expire?,card_about_to_expire,6
how long are my top ups pending,pending_top_up,28
card is being used by someone else,compromised_card,13
"i want a refund, but i haven't received the item yet. can i cancel it and get my funds back? how do i do that.",request_refund,30
i bought an item and the exchange rate was wrong.,card_payment_wrong_exchange_rate,10
can my daughter make an account?,age_limit,1
why doesn't the card payment work,declined_card_payment,15
is it possible to delete the account?,terminate_account,32
how can i transfer money from an outside bank?,transfer_into_account,40
my payment has been declined several times. can you help me?,declined_card_payment,15
i want this amount reversed out of my account.,request_refund,30
how do i change name?,edit_personal_details,18
is this app capable of exchanging currencies?,exchange_via_app,19
how much can i top up in a day?,top_up_limits,35
there is an extra 1 charge on my app. why did it charge me extra?,extra_charge_on_statement,20
why would i be charged an extra fee while doing a transfer?,transfer_fee_charged,39
i'd like to delete my account.,terminate_account,32
"i just looked at my app and it seems i was charged extra, why is that?",extra_charge_on_statement,20
help me cancel a transaction.,cancel_transfer,5
how do i go forth on holding money in multiple currencies?,fiat_currency_support,21
can i receive a new card while i am in china?,card_about_to_expire,6
"i would like an account for my children, how do i go about doing this?",age_limit,1
what is going on with my cash withdrawal? the exchange rate is wrong,wrong_exchange_rate_for_cash_withdrawal,44
what is the extra 1 fee in my statement,extra_charge_on_statement,20
i cannot get my google pay to work.,apple_pay_or_google_pay,2
the wrong exchange rate was used when i purchased an item.,card_payment_wrong_exchange_rate,10
do you work in greece?,country_support,14
can i order a new card? mine is about to expire.,card_about_to_expire,6
tell me how to get a refund for something i bought.,request_refund,30
how much money can i top up?,top_up_limits,35
what are the rules for a top-up?,top_up_limits,35
i can't remember my passcode.,passcode_forgotten,25
can my children have an account?,age_limit,1
can i edit my personal details?,edit_personal_details,18
